Gene	uvb1_S1	uvb2_S2	uvb3_S3	uvb4_S4	clone2a_S5	clone2b_S6	clone2c_S7	clone2d_S8
GM29161	0	0	0	0	0	0.211055	0	0.987316
CMTM2A	2.98818	0	19.2691	0	0	0	0	0.160551
TMEM132B	0	6.3002	0	0	0	0	3.92735	3.6086
OLFR458	0.517311	0	0.887024	0	1.5851	0	1.89623	1.42811
GM44344	0	0	0	0	0	0	0	0
IGHV1-16	0	0	0	0	0	0	0	0
5430437J10RIK	0	0	0	0	0	0	0	0
GM48054	0	0	0	0	0	0	0	0
GM47178	0	0	0	0	0	0	0	0
AW209491	0.178247	27.1168	23.5555	9.95747	0.0812971	0	15.4243	16.5747
FOXD2OS	0	0	20.9818	0	0	0	0	0
GM43573	10.9542	0	0.946446	29.2315	0	0	2.26971	4.06449
4930562D21RIK	0	0	0	0	0	0	0	0
GM8108	108.848	59.8588	110.362	0	0	133.732	15.8554	50.4186
GM17028	56.7557	0	11.6196	35.4519	28.7447	0	3.35312	0
9630013K17RIK	0	0	0	0	0	0	0	0
GM33962	0	0	0	7.96877	0	0	0	0
GM15081	0	0	0	0	0	0	0	0
CT010505.1	0	0	0	0	0	0	0	0
GNL2	7.33745	18.3712	33.8114	0.468249	8.6858	0	1.31073	2.93433
ZFP280C	0.0175007	12.5154	16.9308	58.372	14.5331	0.0964956	19.8875	25.3648
KCNIP4	0.013112	22.6214	11.5523	13.993	5.65726	0	25.7661	28.3332
GM11685	0	0	0	0	0	0	0	0
GM13589	0	0	0	0	0	0	0	0.0104076
GM47561	0	0	0	0	0	0	0	0
ZC3H18	68.7028	21.9082	29.5202	25.9305	44.9665	47.4363	49.1421	73.1075
GAB3	0	0	0	20.6274	0	0	0	0
GM48712	0	0	0	0	0	0	0	0
OLFR186	0	0	0	0	0	0	0	0
DNTT	0	8.10577	17.9594	5.00363	15.1325	0	9.58938	8.28306
GM28221	0	0	0	0.224534	0	0	0	0.325707
2310014F06RIK	11.4376	9.32613	22.7884	12.5692	30.8941	90.6711	1.7321	15.5822
TMED6	9.21956	8.66406	0.00699846	0.0639465	5.2057	8.28331	1.70113	1.19684
GM37136	0	0	6.52881	0	0	0	0	0
MAGEB4	0	7.95047	0	0	0	0	0.0385452	2.44136
GM38314	0	10.3091	0	0	0	0	9.40622	13.2671
GM46436	0	0	0	0	0	0.0587102	0	0
GM20775	0	0	0	0	0	0	0	0
GM19668	0	0	0	0	0	0	0	0
2900026A02RIK	0.0184453	16.2496	0.592031	0.554863	0	0.0698082	0.328914	0.546744
DDX54	17.0495	6.87625	22.3752	40.5089	19.2096	0	25.3561	31.5885
GZF1	2.43438	0	0	0	0	36.7498	0	5.64167
TRBV17	598.604	1341.27	690.277	45.8254	857.656	0	262.2	285.993
GM11730	48.9228	0	16.4019	0	183.511	0	0	0.0144794
KCNN4	0	0	0	0	0	0	0	0
IRAK4	0.280873	105.923	111.104	45.7178	71.8764	0	26.747	32.9606
GM4259	10.377	0	0	0	0	0	0	0
PARVA	0	0.0480596	0	0	0	0	8.08043	5.21849
GM47685	0	0	0	0	0	0	0	0
ASPHD1	0.666114	0.0146521	0.731685	0.455753	1.00604	0	0.82092	3.59204
DSCC1	7.17666e-07	0	0	0	0	0	0	0
SMARCC1	70.7211	19.5169	6.66623	9.09625	17.1602	18.3584	36.8612	55.8325
IGHV1-4	0	0	0	0	0	0	0	0
SNHG7OS	0	0	0	0	0	0	0	0
VAPB	0	0	0	0	0	0	0	0
KRTAP2-4	0	0	39.2723	2.03717	0.929345	43.4056	18.3433	32.5831
GM48577	0	0	0	0	0	0	0	0
GM17354	0	0	0	0	0	0	0	0
VMN2R-PS125	0	0	0	0	0	0	0	0
GM21708	26.6274	4.2837	20.3989	31.6413	40.721	2.98308	54.541	52.9304
PRAMEF17	0	0	0	0	0	0	3.96077e-07	2.70454e-06
EPC2	71.7483	0	37.1583	50.2249	55.6384	0	0	0.0465787
SLC25A41	0	0	0	73.9244	0	124.963	0	6.73181
OLFR1510	0	0	0	0	0	0	0	0
H2-DMB1	0	0	0	0	0	0	0	0
GM44805	0	26.2626	0	15.4464	0	0	2.59984	0
IGHM	0.234938	0	0.0208392	0.799227	0	0	0.0167201	4.9038
GM28179	0	0	0.00706947	0.0267547	0	0	0	0.0089947
LRRC32	0	0	61.1292	0	0	306.987	0	0
GM13181	0	0	0	0	0	0	0	0
GM26246	0	0	0	0	0	0	0	0
GM12274	0	0	0	0	0	0	0	0
ME1	0	0	0	0	0	0	0	0.605862
GM43934	0	5.69356	0.00900963	0.00959778	0	0	0.052592	0.004672
RP1L1	0	181.038	63.0211	29.0604	85.0827	0	0.0109711	16.0346
CLDN2	0.243359	0.00845755	0.0173486	0.054091	0	0.0261398	0.189538	0.0215779
GM48536	0	0	0.506944	0	0	0	0	0.0253986
OLFR734	0.693678	0.668361	0	0	0	0	0	0.437368
GM18995	0.02786	0	3.36435	0.0208663	0	0	0.0266278	0.0967741
RAB9	208.677	67.7146	71.2704	78.7032	0.989009	0	121.469	103.851
SOCS1	13.7306	3.25527	0	0	0	16.6467	0.969069	3.11172
CAAA01119292.1	0	0	0	0	0	0	0.279032	0.0410004
CSE1L	68.3541	9.73744	25.2147	65.7963	86.7226	33.2668	50.2764	28.2096
SLC14A2	2.19658	4.70103	8.89703	7.1052	2.54332	16.4078	6.38035	4.30243
BB365896	0	0	0	0	0	0	0	0
GM4862	0	0	0	0	0	0	0	0
FGF21	0	0	0	0	0	0	6.91794	0
GM7211	0	0	0	0	0	0	0	0
VMN2R55	0	0	0	0	0	0	0	0
VMN1R-PS126	0	0	0	0	0	0	0	0
1700123L14RIK	0	0	0	0	0	0	0	0
ACE	0	17.2265	33.5732	16.6925	0	0	55.1825	4.66942
GM20791	0	0	0	0	0	0	0	0
GM44515	0	0	17.5303	0	1.59615	0	0	0.0403761
NOD2	0	0	0	0	0	0	0	0
CLEC9A	0	8.41228	0.772136	13.3561	8.14926	0	4.54289	6.09033
GM7041	0	0	19.9554	0	0	0	0	8.10636
GM21971	0	0	0	0	0	0	0	0
GM40915	0	0	0	0	0	0	0	0
NT5M	7.39814	0	3.19561	3.98709	0	0	0.0707242	1.96809
GM8300	0	0	0	0	0	0	0	0
GM13862	0	0	0	0	0	0	0	0
GM26684	0	0	0	0	0	0	0	0
DEFB35	0	0	0	0	0	0	0	0
IFITM2	0	0	0	0	0	0	0	0
GM14138	0	161.729	5.09826e-07	39.7865	5.47501e-07	8.66837e-07	0	1.76383
THSD8	0.386765	0	0	0.0206078	0	0	0	0.688205
VMN1R63	0	0	0	0	0	0	0	0
OLFR47	149.583	134.509	226.646	183.783	97.3431	0	276.56	408.428
ACCSL	0	0	0	0	0	0	0	10.3566
AF067063	0	8.71224	0	0	0	0	0	2.74592
GM16725	0	1.86477	79.5998	19.5495	123.387	49.9711	32.8624	0
GM13942	0	0	0	0	0	0	0	0
PRSS38	0	0	0	0	0	0	2.9106	1.8038
GM42813	40.3533	0	4.03251	0	0	0.0247776	0	44.6322
GBP5	0	10.8709	13.776	4.37009	0	0	0.0220576	0
DHRS2	0	0	0	0	0	0	0	0
GM14343	0	0	1.10555	0	0	0	0.0534291	0.475222
GM44294	0	0	0	0	0	0	0	0
IL1BOS	1.59731	3.41306	38.015	2.92742	0.286109	21.9494	1.25407	7.43636
GM43189	0	0	0	0	0	0	0	0.837795
GM3526	0	0	50.175	18.456	0	0	53.0611	2.08426
GM45592	0	0	0	0	0	0	0	0
ARL5C	0.0723086	0.546554	0.179434	5.79156	16.0119	0	22.8605	2.31292
GM11682	0	0	0	0	0	0	0	0
GM20918	0	0	0	0	0	0	0	0.0495367
GM14401	0	0	0	11.6266	0	0	0	5.18489
GM15411	0	0	32.6599	110.112	12.687	274.173	30.016	106.14
GM7669	0	0	0	0	0	0	0	0
AU021092	0	0	0	0	0	0	0	0
GM12075	0	0	0	0	0	0	0	0
SSX2IP	116.013	116.642	149.823	63.7232	0	0	18.008	84.7592
OLFR933	0	0	0	0	0	0	0	0
GM37098	0	0	0	0	0	0	0	0
NBEA	0.0363824	0	1.1961	0	0	0	12.3633	5.2686
GM42818	0	0	0	0	0	0	0	0
VMN2R85	0	0	0	0	0	0	0	0
SLC17A5	6.67285	0	0	5.38783	2.67371	15.6008	0	0
MSH6	0	0	0	0	0	0	0	0
SURF2	112.532	99.7654	88.5055	103.662	50.4254	0.433797	31.8928	56.994
VAX2OS	0	0	0	1.64669e-07	139.782	0	0	0
PLCD1	0	0	0.00576907	0.00154754	0.0790133	0.00870551	2.29066	0.0442325
OLFR123	0	0	0	0	0	0	0	0
OPCML	255.201	537.814	181.452	513.079	108.073	401.713	399.324	388.629
PEAR1	49.7598	17.0311	62.361	90.1883	14.4702	0	117.761	84.9589
PLCG2	12.9906	9.66408	13.9231	11.5136	5.16848	0	8.3365	10.9804
GM12978	0	0	0	0	0	0	0	0
GM11835	0	0	0	0	0	0	0	0
GM45006	0	0	0	0	0	0	0	0
KLHL14	0	6.92103	12.2203	7.55788	15.3022	22.2058	28.4337	29.0475
GM8155	0	0	0	0	0	0	0	0
GM7069	0	0	0	0	0	0	0	0
ARID4B	99.1399	58.1397	128.261	61.0422	135.113	294.003	298.129	295.831
SH3GL2	79.6904	0	3.72879	2.29244	0	10.263	74.0449	50.4192
HAL	0	0	16.718	6.24061	0	0	15.2918	5.37103
WAPL	7.28609	0	16.5889	0	6.78161	74.5331	13.2075	5.95804
GM10340	0	0	0	0	0	0	0	0
SH3RF1	0	0	23.7824	2.14319	0	0	3.91445	0.593763
AV039307	0	0	0	0	0	0	10.8058	0
PSMC4	3.87323	48.8207	0.908657	6.91462	0	30.8099	10.0457	14.9372
GM14730	0	1.63127	0.016367	0	0	0	0	0
GM13754	0	0	0	0	0	0	0	0
2610037D02RIK	0	0	0	0	0	0	0	0
PLATR15	0	0	0	0	0	0	0	0
PDZD4	10.8095	0	5.4331	0	13.3414	0	2.71595	6.0619
CELA3B	17.8571	0	9.91073	13.4682	42.3656	0	12.7382	19.068
CEP57	56.6339	0.23338	29.0395	0	40.5421	115.046	0	18.7009
GM30484	0	0	0.0735854	0	0	0	0.088451	6.71166
COPRS	22.4654	0	6.69698	0	0	0	4.63131	8.85252
EIF2D	0.0315482	0	0.19024	0	0.410573	0	11.7657	0.0751014
GM9974	0	0	0	5.41157	0	0	0	0
GM13954	2.70711	5.92372	18.4613	9.09801	13.7316	34.8604	2.1852	6.98859
MDM4-PS	0	0	0	0	0	0	0	0
ICMT	0	0	0	0	0	0	0	0
MYL6B	51.5082	53.0574	15.3512	13.0117	54.8273	22.7376	32.5774	12.0703
4933424G06RIK	0	0	70.034	0	0	0	95.2313	47.5781
4933400F21RIK	0	0	0	1.56926e-08	0	0	0	0
SRGAP1	15.915	12.043	31.1384	59.0547	36.1726	17.273	7.62204	3.82131
GM7446	0	0	0	0	0	0	0	0
IL1R1	41.6246	17.2325	39.11	7.75513	74.1498	27.5268	1.72803	4.44382
LT629148.5	0	0	0.145073	0	0.0408063	0	0.164615	2.18773
GM47937	0	0	0	0	0	0	0	0
OLFR1285	0	0	0	0	0	0	0	3.50972
GM7119	0	0	3.31126	0	0	0	0	0
AL592169.1	0	0	15.7729	0.0558902	0	0.201352	17.6369	17.3113
COL17A1	10.6246	0	7.03816	12.5642	0	0	2.8431	5.48231
ITGAD	4.29137	0	0.00527034	21.6912	0.108912	0	13.7884	1.70854
SEMA3E	0	0	0	0	0	0	0	0
GM14982	0	0	0	0	0	0	0	0
GM44675	0	0	0	0	0	0	0	0
OLFR1479-PS1	0	0	0	0	0	0	0	0
AC103371.1	0	0	0	0	0	0	0	6.92047
GM30692	0	0	0	0	0	0	0	0
GM48422	0	0	0	0	0	0	0	0
RPS17	0.0248715	0	0.00870806	0	0	0	0	0.0179711
FAM129C	7.22419	117.066	67.1262	101.844	25.2613	0	58.9944	30.4574
CLDN10	0	0	11.5911	0	0	0	5.69501	0.534249
ZFP768	0.0423444	0.0600033	5.38547	0.0437224	0	0.103824	0.0479604	0.244655
GM11009	0	0	0.0507349	0	0	0	0.327003	0.107917
LAMA2	11.5104	0	0	38.891	0	0	8.82361	37.7936
GM18559	0	0.0207896	2.25206	2.26647	0	24.0802	8.04613	9.23511
GM30873	0	8.12644	0	0	17.5747	0	0	0.201953
TSPO	0.232069	0	0.312274	0.136328	0	0.522028	0.099991	1.12186
CYLC1	0	0	0	0	0	0	0	0
2900027M19RIK	0	0	0.284896	0	0.327077	0	0	4.38611
GM38944	0	0	0	0	0	0	0	0
GM8648	0	0	0	21.1308	0	0	0	0
4930577N17RIK	0	0	43.152	1.98142	0	0	0	0
VAV1	0	0	13.1876	0.0423752	0.042496	0	14.6263	13.777
LIX1L	0	50.7806	0	0	0	0	0	5.30552
GM28939	0	0	0	0	0	0	0	0
GM11213	0	0	2.66613	2.87352	0	0	0.126205	9.86534
NOD1	118.009	117.209	121.04	0	245.176	89.4683	31.2421	68.5317
CCDC32	0	0	0	0	0	0	0	0
ZFP36L1	0.0420441	0	24.2653	14.4076	0	1.01037e-05	6.67348	0.336595
GM14233	0	0	0	0	0	0	0	0
RNF135	0	0	0.0422405	0	0	0	0	1.16621
HS3ST4	0	0	2.87287	0	0	20.448	0	2.47065
GM2830	0	0	54.2775	35.6838	92.9027	0	0	0
RAB28	0	0	2.52333	0	0	0	4.13659	5.21033
MTO1	0	0	0.482982	0	0	0	0	0
NSMAF	24.4966	0	59.2936	11.4626	0	0	0	18.3286
RDX	83.1538	136.581	53.5007	54.8625	12.1731	127.66	7.83396	33.862
GM28591	0	0	0	0	0	0	0	0
ATG4A	0	0	0	0	0	0	0	0
OLFR962-PS1	1.35108	0	0.276977	0	0	0	0	0
AC105324.1	0.181639	10.4548	0.0612421	0.594022	2.41291	0	3.68632	2.90561
CCDC114	1.00929	0	0.0067693	5.58785	0	0	27.7359	49.1515
IGKV8-28	0	0	0	0	0	0	0	0
AC165154.1	4.36467	0	2.10837	3.1862	0	0	0	0.00841702
FADDOS	0	7.25349	10.9078	15.9126	0	0	33.6723	22.4274
ANKRD2	27.3669	0	1.9889	38.9901	12.02	0	0	4.59634
ACTL7A	0	0	0	0	0	0	0	1.43659
GM4846	0	0	0	0	0	0	0	0
OLFR1223	0	0	0	0	0	0	0	0
S1PR5	0	0	0	8.48351	0	0	0	0
GM43180	0	0	4.31055	4.98793	0	0	0	0
GM8365	0	0	0	0	0	0	5.47563	0.0254972
IGKV13-71-1	0	0	0	0	0	0	0	0
OLFR239	0	0	37.3252	2.56125	13.2929	3.72611	2.26478	3.54387
GM4863	0	0	0	0.056879	0	0	0	5.35821
GM36120	0	0	0	0	0	0	0	0
1700008K24RIK	0	0	0	0	0	0	0	0
GM37148	0	0	0	0	0	0	0	0
GM28554	2.08674	8.25021	0	0	0	0	0.0695147	0.00875516
CYHR1	2.3564	108.659	5.96013	3.68712	7.23378	6.40579	10.2219	8.87016
RAB43	11.4944	5.93703	74.3669	33.3848	15.1294	20.6917	3.37308	49.4176
TGFBI	0	0	0	0	0	0	0	0
5730437C11RIK	0	0.165416	5.0063	28.585	0	242.565	0	8.3299
GM29219	0	0	0.218886	0	0	1.18861	0	3.29363
TMC1	0	0	0	0	0	0	0	0
D430041D05RIK	5.86024	0	4.83635	8.80174	7.56688	23.0951	20.8047	16.2047
HRG	0	0	0	0	0	0	0	0
1500026H17RIK	0	0	0	0	0	0	0	0
ZFP951	0	0	0	0	0	0	0	0
KCNA2	0	0	0.00235833	0	0	0	0	0
RPS27L	662.611	720.77	383.906	1.42224	0	0	310.723	112.163
GM15261	0	0	0	0	0	0	0	0
OMG	0	0	0	0	0	0	0	0
GM48427	0	0	0	18.0384	0	0	0	0
LCE1G	0	0	0	0	0	0	0	0
GM15779	3.74591	0	0	3.93471	5.74869	0	1.78878	2.39507
GM15802	0	0	0	0	0	0	1.71424	0
GM5832	0	0	0	0	0	0	0	0
MEGF9	18.6689	8.02719	23.3207	12.2304	17.2731	9.13195	22.7682	59.8591
MAPK8IP1	0	0	0	0	0	0	1.77065	6.19715
TMTC4	0.00378856	173.163	164.372	274.61	74.4199	144.833	120.377	156.955
GM19744	0	0	0	0	0	0	0	0
GM12082	0	0	0	0	0	0	0	0
PANCT2	0	0	0	0	0	0	0	0
KCNAB3	2.22618	0	71.3051	37.0221	81.8533	0	0	0.14484
GM28657	1.17696	0	0	0	0	0	0	0
NDC1	26.4276	1.07431	8.62973	18.4879	0	176.195	0	18.1631
RHOX4D	0	0	1.96603	0	0	0	0	0
OLFR536	0	0	0	0	0	0	2.23924	0.510561
GM47326	0	0	0	0	0	0	0	0
GM2531	0	0	0	0	0	0	0	0
GM48084	0	0	0.0585063	0	0	0	0	0
UTP15	0	0	4.84581	1.83452	0	0	1.83017	2.67286
E130018O15RIK	0	0	0	0	0	0	0	0
ACNAT2	6.2992	1.20295	2.18041	15.0658	65.9496	0.509904	7.70711	30.2696
OLFR397	0.035308	0	0	1.24816	0.35607	0	0.0855241	0.0480008
GM12355	0	0	0	0	0	0	0	0
ZFP513	60.435	33.3632	8.05168	24.1408	68.29	0	28.151	40.2599
GM10064	0	3.8526	8.12963	5.49743	0	8.01505	0.0352136	2.63903
GM48701	0	0	0	0	0	0	0	0
OLFR698	0	173.668	30.5245	63.1186	0.180955	0.303193	8.45625	31.8174
GM12325	0	0	12.2007	46.5772	0	0	32.5821	36.3201
ZDHHC6	0.39324	65.9662	66.245	0	36.7763	0.467086	12.3643	28.9733
PLD1	130.067	161.006	0.0630719	0	107.735	0	57.3775	13.3834
ANXA3	0.212815	0	0	4.58183	0.00733227	0	0	0
GM29431	0	0	0	0	0	0	0	0
RPS19-PS9	0	0	0	17.1609	45.0735	0	134.134	14.969
AC162302.2	0	1.84197e-05	0	0	34.9945	21.1582	0	1.78835
GM15378	0	0	0	0	0	0	0	0
KLHL2	0	0	18.7027	0.18256	0	0	47.4912	0
AC136987.2	11.5541	0	0	9.81016	0.0322243	0	0.439572	2.85274
SMAD4	0.243233	5.84447	0.108758	1.16269	17.9156	0.504573	10.2636	7.28295
HNF1AOS1	0	86.0376	22.3343	134.309	3.1247	437.281	14.4066	82.6293
TMEM52	27.7294	5.53282	29.7379	4.98656	43.2029	17.317	24.0573	57.3198
CTSF	0	0	0	0	0	0	0	0
OSBPL8	2.74164	105.619	5.52346	5.16011	34.7789	0	2.3547	5.97055
GPR149	22.8111	29.082	5.35213	9.62053	44.5106	0	8.46514	13.4849
GM23379	0	0	0	0	0	0	0	0
LSM10	231.633	122.354	268.926	244.792	172.633	252.875	129.039	179.601
GM6880	0	0	0	0	0	0	0	0
JHY	17.5371	35.0395	23.2487	2.40913	15.3694	0	23.8184	10.5204
4930480M12RIK	0	0	0	0	0	0	0	2.92893
GM48842	0	0	0	0	0	0	0	0
GM48301	0	0	0	0	0	0	0	0
OLFR497	0	0	0	0	0	0	0	0
GM15935	0	0	6.13201	0	0	0	0	3.88168
ASL	0	57.9236	45.0172	0	0	0	0	5.47121
SNHG17	3.32916	63.2082	89.6034	26.3643	255.811	0	18.0302	73.81
NSMCE3	0	0.0768392	27.0108	68.4157	20.1761	0	11.758	28.3342
GM28452	0	0	0	0.564123	0	0	0	3.52889
MIR124A-1HG	0	0	0	0	0	0	0	8.2485
CABP7	0	0	0	0	0	0	0	0
GM42537	0	0	0	0	0	0	0	0
GLIS2	0	0	22.4591	0.0288001	0	0	39.8837	61.0524
GM28503	0	0	0	0	0	0	0	0
GM47597	0	0	0	0	0	0	0	0
TAF1C	12.5169	13.3967	5.15188	6.90982	8.07835	0	19.066	31.4475
WDHD1	8.40893	12.47	23.6332	20.6435	0.000191386	9.41514	8.23333	10.1308
GM16023	0	0	0	0	0	0	0	0
GM21757	0	0	0	0	0	0	0	0
GM20873	0	0	0	0	0	0	0	0
PCGF5	156.003	194.984	150.044	202.895	242.069	55.312	187.312	232.978
GM5166	0	20.117	5.47906e-09	0	0	0	0	0
GM15352	0	0	0	0	0	1.87551	0	1.04369
5830454E08RIK	0	0	0	0	0	0	0	0
5830437K03RIK	0	0	4.34798	0	0.0253832	0	6.05725	3.30115
GM45352	0	0.00307863	0	0.0151921	0	0	0.000109556	2.53379
1700008N11RIK	0	0	0	0	0	0	0	27.9563
E130308A19RIK	0.393616	16.8013	19.7605	1.70889	0	0	11.8935	20.7453
GM45399	47.5895	0	0	0	0	0	0	0
UNC5D	114.111	558.844	102.546	482.14	24.3292	0	236.66	135.437
LT629147.2	0	0	0	0	0	0	0	0
GM4813	0	0	0	0	0	0	0	0
KDELC1	0	0	21.4915	0	9.78148	0	1.2914	0
SLC25A30	0.0649623	0	0.0454894	0	0.548357	0	2.28361	0.363784
GM2325	0	0	0	0	0	0	0	0
PARP16	0	0	0	0	0	0	0	4.33469
SPX	17.4031	8.07	2.06031	40.4441	0	0	63.1483	33.5832
GM48554	0	0	0	0	0	0	0	0
RNF225	11.1108	33.4123	9.02217	20.5298	15.784	14.4253	32.862	23.999
9230102K24RIK	0	0	1.83714	55.2074	8.19122	0	0	6.52319
THSD7A	35.1251	7.98638	26.9871	20.3162	40.3776	0	47.2817	32.5055
FBXL17	0.0375847	0	0	0	0	0	0	0
AU018091	0	0	9.54793	13.7668	19.7066	0	0	8.98931
GM43684	0	0	6.99009	5.38433	0	0	0	0
9030612E09RIK	0	0	0	0	0	0	0	0
GM47894	45.1507	0	15.9942	0	0	0	0	0
GM14712	20.8272	0.0252078	4.6054	0.865184	2.51752	12.1538	5.91219	20.39
TAS2R130	0	0	0	0	0	0	0	0
9530002B09RIK	0	0	0	0	0	0	0	3.69473
OLFR326-PS1	0	0	0	0	0	0	0	0
GM48832	0	0	3.56805	0	0	0	0	4.17292
GM38151	34.1609	0	0.377695	0	0	0	0	2.95589
GM43814	0	0	0	0.202878	0	0	0	0.169863
GM45014	0	4.51413	4.84382	0.0279797	0	4.79193	0.0589399	0.149038
GM12185	23.2858	2.65176	17.4875	9.4721	8.14975	20.5148	20.2874	26.6332
GM15624	0	0	0	0	0	0	0	0
GM9568	0	0	0	0	0	0	0	0
GM48010	0	0	0	0	0	0	0	0
BANP	364.606	203.513	68.09	247.197	137.935	828.182	11.0727	40.8772
NLRP1B	178.247	198.95	159.785	74.0884	194.935	0	0	55.4188
KRT28	0	0	25.4592	0	0	0	0	0
GM44284	0	0	0	0	0	0	0	0
GM21979	2.75412	0	15.3734	0	0	0	36.6125	9.37276
TRIM45	0.00445664	0	2.45347	12.0485	3.09781	0	0	1.12041e-07
EFCAB12	0	0	0.199545	0	0	0	0.0365921	7.66704
PDE6A	0	0.0270569	0	0.01569	0	0	0.0085975	0
AKT2-PS	0	0	0	0	0	0	0	4.10809
GM13562	0.224585	58.57	0	0	36.256	1.58534	35.9437	16.0041
OLFR447	6.83247	4.46732	8.36149	10.4468	0	0	7.29668	7.35893
MRPL39	0	0	0	0	0	0	0	0
GM38040	0	0	0	0	0	206.289	0	0
GM12160	0	0	0	0	0	0	0	0
GM15736	18.5687	0.872591	80.1734	0	47.5865	0	62.7506	36.5718
SMPD4	8.92172	0	1.47023	0	10.7134	14.7247	4.63952	3.84879
GM40557	0	0	0	0	0	0	0	0
5330439K02RIK	0	0	0	0	0	0	0	0
GM47100	0	0	0	0	0	0	0	0
GM47063	0	0	0	0	0	0	0	0
GM28466	0	0	0	0	0	0	0	0
TEX12	5.41358	0	8.13731	1.01418	0	22.2714	3.66584	3.61496
FAR1	20.8171	165.636	5.9504	0	21.8231	0	1.69263	32.4492
SRP14	0	0.219589	13.0643	12.9884	0	0	0	0.922742
GM14344	0	0	0	0	0	0	0	0
RPS15A-PS2	0	0	0	0	0	0	0	0
GM16323	0	0	0	0	0	0	0	0
GSDMC	0	12.9453	11.1171	11.905	41.8097	0	40.2752	96.1202
AL691519.2	0	0	0	19.7889	0	0	6.49443	11.4001
GM42791	0	0	0	0	0	0	28.6781	62.9622
RARRES2	0	0	0	0	0	0	0	3.6255
SH2B2	790.863	91.7759	798.546	1056.93	1144.33	1678.03	464.774	542.545
GM6606	0	0	0	0	0	0	0	0
GALNT18	0	0	0	0	0	0	0	0
MIR7675	0	0	0	0	0	0	0	0
GM6430	0	0	0	0	0	0	0	0
TNFRSF22	53.9328	0	0.0734231	0	0	0	0.188708	0
SLFN9	16.5561	0.127285	24.8076	26.117	0	0	40.5177	13.2667
GM48359	0	0	0	0	0	0	0	0
GM20100	0	0	0	0	0	0	0	0
RBM3OS	1.52961e-09	6.04123e-09	23.3433	3.59589	3.77943e-09	0.973808	4.5893e-09	0
PROZ	13.1947	17.8686	35.9533	23.4634	0	0	0	0
GM29212	0	0.0295314	0	0.0174407	0	0	4.70869	0.527516
GM18423	0	0	0	0	0	0	0	0
ZFP655	0	1.55803	0	0	0	0	18.1504	2.18513
GM42687	0	0	0	0	0	0	0	0
PNLIPRP1	0	0	0	9.98174	0	0	0	0
MUC19	0	0	5.30247	4.85672	0	0	0	0.0519181
GM15225	0	0	0	0	0	0	0	0
D830013O20RIK	0	0	4.12426	2.47129	0	0	0	0
UFL1	32.0768	9.55958	11.16	7.68409	31.1394	31.538	5.96941	29.2209
OLFR632	0	0	0	0	0	0	0	0
GM7084	0	0	0	0	0	0	0	0
MPO	219.261	0	236.433	0	1.98221	12.1425	149.143	1.49708
CAMK4	0	0	0	0	0	0	0	0
GM37326	0	0	0	0	0	0	0	0
FCGRT	0	0	0.00588347	12.4806	2.70443	0	0.00579097	0.384628
GM45188	0	0	0	0	0	0	0	0
GM8096	0	0	0	0	0	0	0	0
GM12736	48.5929	82.0759	0	0	70.0157	0	0	1.96785
GM7786	0	0	0	0	0	0	0	0
GSTM6	1.44656	91.8498	0	0	0	0	0	6.23044
GM31727	0	0	0	0	0	0	0	0
GM28142	0	0	0	0	0	0	0.196646	0
FAM19A5	0	0	1.31275	3.30966	0	0	0.698178	0
CHRNA6	17.7086	14.1136	18.6645	24.2256	67.9371	35.3827	2.88697	11.0133
PRMT5	0	0	0.0222101	17.2854	0	0	11.8085	0.00809671
GM11447	0	0	0	0	0	0	0	0
NIM1K	0	0	0	0	0	0	0	0
SLC25A20	3.86893	0	7.01226	6.86369	6.28548	0	4.82224	7.34141
RSPH10B	909.613	1071.21	889.244	923.543	964.057	772.251	1591.44	1381.99
COMP	0	0	1.66947	13.2244	0	0	0	10.332
SNF8	32.9947	27.0212	28.8988	106.959	8.24793	301.159	27.5772	63.3018
GM48481	0	0	0	0	0	0	0	0
GM10260	0	0	0	0	0	0	0	0
FOXR1	0	0	0	0	0	0	0	0
MRPL24	0	2.5336	0	0	0	29.7645	0	1.35387
OPN5	0	0	0	0	0	0	0	0
CCDC162	40.9512	55.6817	70.0024	41.3993	0	32.9317	7.42238	2.72685
BHMT	0	0	0	0	0	0	0	0
GM32526	0	0	0	5.20692	8.89139	0	4.77703	0
GM9967	34.74	0	15.4901	31.6874	0.159099	0	23.7071	0
GM14152	19.0279	0	3.73606	0	0	34.3956	0	3.21493
CYP4B1	0	0	0	0	0	0	0	6.95942
GM21083	0	0	0	0	0	0	0	0
GM18822	0	0	23.5601	0	0	0	0	0
GM18774	0	1.52381	0	57.4169	0	0	0	1.45871
GM42983	0	0	0	0	0	0	0	0
DUPD1	384.399	265.175	479.318	602.615	318.714	521.128	448.847	603.709
ATP4A	0	0	0	0	0	0	0	0
GM9245	0	0	0	0	0	0	5.62445	0
TRAV14N-1	0	0	0	0	0	0	46.0558	4.45455
GM13912	0	0	0	0	0	0	0	0
SAR1B	0	0	3.88181	5.70132	0	0	0	0
GM42923	0	0	0	0	0	0	0	0
FAM228A	0	0	0	0	0	0	0	0
4930599N24RIK	0	0	0	0	0	0	0	0
DBX2	0	0	0	0	0	0	0	0
IGDCC3	0.377672	0	10.0399	11.1827	6.48362	0.226497	26.9511	6.82701
OLFR440-PS1	0	0	0	0	0	0	0	0
